id,category,status,method,question,correctAnswer,source,quarantined,note
q147341,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år landade Apollo 11 på månen?,1969,,False,
q147342,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år landade Apollo 11 på månen?,1969,,False,
q147343,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken person blev den första människan att gå på månen?,Neil Armstrong,,False,
q147344,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem blev den första människan att gå på månen?,Neil Armstrong,,False,
q147345,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken person blev den andra människan att gå på månen?,Buzz Aldrin,,False,
q147346,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem blev den andra människan att gå på månen?,Buzz Aldrin,,False,
q147347,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Kallades månlandningsmodulen i Apollo 11-uppdraget?,Eagle,,False,
q147348,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vad kallades månlandningsmodulen i Apollo 11-uppdraget?,Eagle,,False,
q147349,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år började euro användas som elektronisk valuta och bokföringsvaluta?,1999,,False,
q147350,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år började euro användas som elektronisk valuta och bokföringsvaluta?,1999,,False,
q147351,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga: När började eurosedlar och euromynt cirkulera i de första euroländerna?,2002,,False,
q147352,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Bonusfråga: När började eurosedlar och euromynt cirkulera i de första euroländerna?,2002,,False,
q147353,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga: När arrangerades den allra första Academy Awards-ceremonin?,1929,,False,
q147354,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Bonusfråga: När arrangerades den allra första Academy Awards-ceremonin?,1929,,False,
q147355,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år grundades Academy of Motion Picture Arts and Sciences?,1927,,False,
q147356,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år grundades Academy of Motion Picture Arts and Sciences?,1927,,False,
q147357,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år antogs USA:s konstitution?,1787,,False,
q147358,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år antogs USA:s konstitution?,1787,,False,
q147359,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år ratificerades Bill of Rights i USA?,1791,,False,
q147360,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år ratificerades Bill of Rights i USA?,1791,,False,
q147361,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Hur många kolonier röstade ja till Lees självständighetsresolution den 2 juli 1776 medan New York avstod?,12,,False,
q147362,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Hur många kolonier röstade ja till Lees självständighetsresolution den 2 juli 1776 medan New York avstod?,12,,False,
q147363,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år föll Berlinmuren?,1989,,False,
q147364,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken civilisation byggde Machu Picchu?,Inkariket,,False,
q147365,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år började första världskriget?,1914,,False,
q147366,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år slutade andra världskriget i Europa?,1945,,False,
q147367,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem var den första människan på månen?,Neil Armstrong,,False,
q147368,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket antikt folk förknippas med demokratins tidiga utveckling i Aten?,Grekerna,,False,
q147369,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket fartyg sjönk på sin jungfruresa 1912?,Titanic,,False,
q147370,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem skrev de 95 teserna som förknippas med reformationens början?,Martin Luther,,False,
q147371,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket imperium hade Konstantinopel som huvudstad?,Bysantinska riket,,False,
q147372,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Ny kunskapsfråga: Vilket år landade Apollo 11 på månen?,1969,,False,
q147373,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem var den första romerska kejsaren?,Augustus,,False,
q147374,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år undertecknades Magna Carta?,1215,,False,
q147375,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken stad begravdes av Vesuvius år 79?,Pompeji,,False,
q147376,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken drottning regerade England under den spanska armadans nederlag 1588?,Elizabeth I,,False,
q147377,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket rike hade Konstantinopel som huvudstad?,Bysantinska riket,,False,
q147378,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem ledde den första expeditionen som nådde Sydpolen?,Roald Amundsen,,False,
q147379,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken forntida kultur använde kilskrift tidigt?,Sumererna,,False,
q147380,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken stad var centrum för renässansen under familjen Medici?,Florens,,False,
q147381,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem skrev de 95 teserna 1517?,Martin Luther,,False,
q147382,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år började franska revolutionen?,1789,,False,
q147383,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år slutade första världskriget?,1918,,False,
q147384,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år började andra världskriget i Europa?,1939,,False,
q147385,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken stad begravdes vid Vesuvius utbrott år 79?,Pompeji,,False,
q147386,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken drottning regerade Storbritannien 1837–1901?,Victoria,,False,
q147387,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem var Frankrikes kejsare 1804?,Napoleon Bonaparte,,False,
q147388,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år nådde Columbus Karibien?,1492,,False,
q147389,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år ägde franska revolutionens stormning av Bastiljen rum?,1789,,False,
q147390,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år upplöstes Sovjetunionen?,1991,,False,
q147391,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken antik stad var centrum för demokratin i klassiska Grekland?,Aten,,False,
q147392,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år ägde slaget vid Hastings rum?,1066,,False,
q147393,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken egyptisk skrift tydde Rosettastenen?,Hieroglyfer,,False,
q147394,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Historiskt Nobel-faktum: hur många priskategorier finns på NobelPrize.org?,6,,False,
q147395,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Historiskt Nobel-faktum: i vilken månad tillkännages Nobelprisen normalt?,Oktober,,False,
q147396,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Historiskt Nobel-faktum: vilket datum hålls Nobelprisceremonierna?,10 december,,False,
q147397,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Historiskt Nobel-faktum: vilket år delades Nobelprisen ut första gången?,1901,,False,
q147398,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Historiskt Nobel-faktum: vad kallas en person eller organisation som får Nobelpriset?,Nobelpristagare / laureat,,False,
q147399,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Historiskt Nobel-faktum: vad består varje Nobelpris av enligt NobelPrize.org?,"Medalj, personligt diplom och prissumma",,False,
q147400,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Historiskt Nobel-faktum: vilken växt förknippas med ordet laureat?,Lager,,False,
q147401,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Historiskt Nobel-faktum: vilken gud i grekisk mytologi nämns i förklaringen till lagerkransen?,Apollo,,False,
q147402,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Historiskt Nobel-faktum: ungefär hur mycket lämnade Alfred Nobel till fonden i sitt testamente?,Mer än 31 miljoner SEK,,False,
q147403,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Historiskt Nobel-faktum: vilket mål angav Alfred Nobel för priserna?,Största nytta för mänskligheten,,False,
q147404,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år grundades Förenta nationerna (FN)?,1945,,False,
q147405,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum undertecknades FN-stadgan i San Francisco?,26 juni 1945,,False,
q147406,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum trädde FN-stadgan i kraft?,24 oktober 1945,,False,
q147407,Historia,reviewed-pass,manual-semantic-review-canonical-fact,I vilken stad hölls konferensen 1945 där FN-stadgan utarbetades och undertecknades?,San Francisco,,False,
q147408,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Hur många ursprungliga medlemsstater hade FN när organisationen bildades 1945?,51,,False,
q147409,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken Apollo-mission genomförde den första bemannade månlandningen?,Apollo 11,,False,
q147410,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år sköts Apollo 11 upp?,1969,,False,
q147411,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum landade Apollo 11:s månlandare på månen?,20 juli 1969,,False,
q147412,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem var befälhavare på Apollo 11?,Neil Armstrong,,False,
q147413,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vad hette Apollo 11:s månlandare?,Eagle,,False,
q147414,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vad hette Apollo 11:s kommandomodul?,Columbia,,False,
q147415,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum antog den amerikanska kontinentalkongressen självständighetsförklaringen?,4 juli 1776,,False,
q147416,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem skrev det första utkastet till USA:s självständighetsförklaring?,Thomas Jefferson,,False,
q147417,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Hur många personer ingick i kommittén som utsågs att utarbeta USA:s självständighetsförklaring?,5,,False,
q147418,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum antogs Lee-resolutionen om amerikansk självständighet?,2 juli 1776,,False,
q147419,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem tryckte de första officiella exemplaren av USA:s självständighetsförklaring?,John Dunlap,,False,
q147420,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum började de flesta delegaterna skriva under den pergamentversion av USA:s självständighetsförklaring som finns bevarad?,2 augusti 1776,,False,
q147421,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år antog den amerikanska kontinentalkongressen självständighetsförklaringen?,1776,,False,
q147422,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem författade huvuddelen av det ursprungliga utkastet till den amerikanska självständighetsförklaringen?,Thomas Jefferson,,False,
q147423,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum antogs texten till USA:s självständighetsförklaring?,4 juli 1776,,False,
q147424,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum började delegaterna skriva under den pergamentversion av USA:s självständighetsförklaring som visas i National Archives?,2 augusti 1776,,False,
q147425,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem föreslog självständighetsresolutionen i den amerikanska kontinentalkongressen i juni 1776?,Richard Henry Lee,,False,
q147426,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken pamflett av Thomas Paine bidrog till opinionen för amerikansk självständighet?,Common Sense,,False,
q147427,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år delades Nobelprisen ut för första gången?,1901,,False,
q147428,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år dog Alfred Nobel?,1896,,False,
q147429,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år skrevs Alfred Nobels sista testamente?,1895,,False,
q147430,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år landade Apollo 11 på månen?,1969,,False,
q147431,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem blev den första människan att gå på månen?,Neil Armstrong,,False,
